Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min_Nitrate_Nitrite,Min Fecal Coliform,Min Total Coliform,Year,Toilet_Access,Open_Defecation,Rainfall,Risk_Level
LAKE,JAMMU & KASHMIR,3.9,2.2,7.2,138,2.0,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,3.3,4.4,7.1,145,1.5,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,3.3,4.4,7.1,145,1.5,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,3.3,4.4,7.1,145,1.5,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,3.6,3,7.2,189,2.9,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,3.6,3,7.2,189,2.9,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,3.6,3,7.2,189,2.9,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,3.2,3.3,7.2,145,1.6,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,3.2,3.3,7.2,145,1.6,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,3.2,3.3,7.2,145,1.6,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,2,5.5,7.3,156,1.4,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,2,5.5,7.3,156,1.4,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,2,5.5,7.3,156,1.4,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,5,3.3,7.2,210,3.5,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,5,3.3,7.2,210,3.5,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,5,3.3,7.2,210,3.5,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,5.4,4.7,7.4,220,2.0,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,5.4,4.7,7.4,220,2.0,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,5.4,4.7,7.4,220,2.0,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,4.7,6.1,7.5,207,2.0,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,4.7,6.1,7.5,207,2.0,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,4.7,6.1,7.5,207,2.0,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,1,5.3,7.5,214,1.6,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,1,5.3,7.5,214,1.6,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,1,5.3,7.5,214,1.6,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,5,4.3,7.4,173,2.0,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,5,4.3,7.4,173,2.0,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,5,4.3,7.4,173,2.0,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,1.5,5,7.3,189,1.5,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,1.5,5,7.3,189,1.5,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,1.5,5,7.3,189,1.5,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8.7,4.5,7.2,110,0.9,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8.7,4.5,7.2,110,0.9,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,8.7,4.5,7.2,110,0.9,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,9.1,5,7.2,112,1.4,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,9.1,5,7.2,112,1.4,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,9.1,5,7.2,112,1.4,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8.8,4.5,7.2,172,1.8,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8.8,4.5,7.2,172,1.8,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,8.8,4.5,7.2,172,1.8,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,7.6,5.8,7.3,115,1.2,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,7.6,5.8,7.3,115,1.2,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,7.6,5.8,7.3,115,1.2,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,2,3,7.3,181,1.6,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,2,3,7.3,181,1.6,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,2,3,7.3,181,1.6,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,5.6,0.6,7.1,235,4.1,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,5.6,0.6,7.1,235,4.1,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,5.6,0.6,7.1,235,4.1,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,6.1,0.5,7.1,238,4.5,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,6.1,0.5,7.1,238,4.5,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,6.1,0.5,7.1,238,4.5,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,3.5,6.3,7.5,137,1.5,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,3.5,6.3,7.5,137,1.5,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,3.5,6.3,7.5,137,1.5,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,3.4,3,7.2,250,1.4,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,3.4,3,7.2,250,1.4,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,3.4,3,7.2,250,1.4,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,4.5,0.6,7.1,296,2.75,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,4.5,0.6,7.1,296,2.75,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,4.5,0.6,7.1,296,2.75,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,4.2,1.7,7.1,303,2.4,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,4.2,1.7,7.1,303,2.4,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,4.2,1.7,7.1,303,2.4,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,4,1.3,6.8,201,3.0,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,4,1.3,6.8,201,3.0,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,4,1.3,6.8,201,3.0,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,6.1,4.4,7.1,96,2.1,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,6.1,4.4,7.1,96,2.1,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,6.1,4.4,7.1,96,2.1,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8.5,3.8,7.1,163,1.8,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8.5,3.8,7.1,163,1.8,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,8.5,3.8,7.1,163,1.8,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8.8,4,7.3,127,1.25,0,2.0,BDL,2019,51.2,48.8,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,8.8,4,7.3,127,1.25,0,2.0,BDL,2019,38.6,61.4,88.19377632735228,MEDIUM
LAKE,JAMMU & KASHMIR,8.8,4,7.3,127,1.25,0,2.0,BDL,2019,87.5,12.5,88.19377632735228,LOW
LAKE,JHARKHAND,13,7.2,7.2,338,1.3,0,2.0,BDL,2019,22.1,78.0,78.49253247751737,MEDIUM
LAKE,JHARKHAND,13,7.2,7.2,338,1.3,0,2.0,BDL,2019,7.7,92.4,78.49253247751737,MEDIUM
LAKE,JHARKHAND,13,7.2,7.2,338,1.3,0,2.0,BDL,2019,67.1,32.8,78.49253247751737,LOW
LAKE,JHARKHAND,15.5,7.2,7.4,154,0.4,0,2.0,BDL,2019,22.1,78.0,78.49253247751737,MEDIUM
LAKE,JHARKHAND,15.5,7.2,7.4,154,0.4,0,2.0,BDL,2019,7.7,92.4,78.49253247751737,MEDIUM
LAKE,JHARKHAND,15.5,7.2,7.4,154,0.4,0,2.0,BDL,2019,67.1,32.8,78.49253247751737,LOW
LAKE,JHARKHAND,16,6.7,7.2,338,1.3,0,2.0,BDL,2019,22.1,78.0,78.49253247751737,MEDIUM
LAKE,JHARKHAND,16,6.7,7.2,338,1.3,0,2.0,BDL,2019,7.7,92.4,78.49253247751737,MEDIUM
LAKE,JHARKHAND,16,6.7,7.2,338,1.3,0,2.0,BDL,2019,67.1,32.8,78.49253247751737,LOW
POND,JHARKHAND,17,6.8,7.6,312,2.2,0,2.0,BDL,2019,22.1,78.0,78.49253247751737,MEDIUM
POND,JHARKHAND,17,6.8,7.6,312,2.2,0,2.0,BDL,2019,7.7,92.4,78.49253247751737,MEDIUM
POND,JHARKHAND,17,6.8,7.6,312,2.2,0,2.0,BDL,2019,67.1,32.8,78.49253247751737,LOW
POND,JHARKHAND,15,4.2,7.2,338,5.2,0,2.0,BDL,2019,22.1,78.0,78.49253247751737,MEDIUM
POND,JHARKHAND,15,4.2,7.2,338,5.2,0,2.0,BDL,2019,7.7,92.4,78.49253247751737,MEDIUM
POND,JHARKHAND,15,4.2,7.2,338,5.2,0,2.0,BDL,2019,67.1,32.8,78.49253247751737,MEDIUM
POND,JHARKHAND,16,3.8,7.2,338,12.8,0,2.0,BDL,2019,22.1,78.0,78.49253247751737,MEDIUM
POND,JHARKHAND,16,3.8,7.2,338,12.8,0,2.0,BDL,2019,7.7,92.4,78.49253247751737,MEDIUM
POND,JHARKHAND,16,3.8,7.2,338,12.8,0,2.0,BDL,2019,67.1,32.8,78.49253247751737,MEDIUM
LAKE,KARNATAKA,23,1,6.7,380,3.0,0.63,630.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,23,1,6.7,380,3.0,0.63,630.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,23,1,6.7,380,3.0,0.63,630.0,5400,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,1,7.6,386,3.0,1.24,410.0,1700,2019,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,1,7.6,386,3.0,1.24,410.0,1700,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,24,1,7.6,386,3.0,1.24,410.0,1700,2019,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,22,1.2,7.4,1250,4.0,2.8,1100.0,6300,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,22,1.2,7.4,1250,4.0,2.8,1100.0,6300,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,22,1.2,7.4,1250,4.0,2.8,1100.0,6300,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,20,3.1,7.3,542,3.0,0.34,840.0,4300,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,20,3.1,7.3,542,3.0,0.34,840.0,4300,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,20,3.1,7.3,542,3.0,0.34,840.0,4300,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,20,BDL,7.4,746,10.4,2.8,1100.0,7000,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,20,BDL,7.4,746,10.4,2.8,1100.0,7000,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,20,BDL,7.4,746,10.4,2.8,1100.0,7000,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,20,0,7.3,936,12.0,3.1,1700.0,6300,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,20,0,7.3,936,12.0,3.1,1700.0,6300,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,20,0,7.3,936,12.0,3.1,1700.0,6300,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,20,BDL,6.7,552,3.8,1.5,1100.0,5800,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,20,BDL,6.7,552,3.8,1.5,1100.0,5800,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,20,BDL,6.7,552,3.8,1.5,1100.0,5800,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,7.2,4,7.3,585,3.0,1.28,920.0,4100,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,7.2,4,7.3,585,3.0,1.28,920.0,4100,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,7.2,4,7.3,585,3.0,1.28,920.0,4100,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,26,0.6,6.6,395,4.0,0.45,2100.0,16000,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,26,0.6,6.6,395,4.0,0.45,2100.0,16000,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,26,0.6,6.6,395,4.0,0.45,2100.0,16000,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,3,6.4,190,3.0,0.47,700.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,24,3,6.4,190,3.0,0.47,700.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,24,3,6.4,190,3.0,0.47,700.0,5400,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,2,6.2,387,3.0,0.6,480.0,1600,2019,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,2,6.2,387,3.0,0.6,480.0,1600,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,24,2,6.2,387,3.0,0.6,480.0,1600,2019,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,20,0.5,6.8,2,7.0,1,4600.0,35000,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,20,0.5,6.8,2,7.0,1,4600.0,35000,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,20,0.5,6.8,2,7.0,1,4600.0,35000,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,26,0.6,6.7,995,5.0,0.7,700.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,26,0.6,6.7,995,5.0,0.7,700.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,26,0.6,6.7,995,5.0,0.7,700.0,5400,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,22,2.5,6.7,541,4.0,0.7,460.0,3500,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,22,2.5,6.7,541,4.0,0.7,460.0,3500,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,22,2.5,6.7,541,4.0,0.7,460.0,3500,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,2.1,6.6,704,7.0,0.9,470.0,3500,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,23,2.1,6.6,704,7.0,0.9,470.0,3500,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,23,2.1,6.6,704,7.0,0.9,470.0,3500,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,26,0.6,6.8,1304,4.0,0.9,4800.0,35000,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,26,0.6,6.8,1304,4.0,0.9,4800.0,35000,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,26,0.6,6.8,1304,4.0,0.9,4800.0,35000,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,26,1.5,6.9,710,5.0,0.38,840.0,9200,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,26,1.5,6.9,710,5.0,0.38,840.0,9200,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,26,1.5,6.9,710,5.0,0.38,840.0,9200,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,26,3.8,6.7,677,4.0,0.52,700.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,26,3.8,6.7,677,4.0,0.52,700.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,26,3.8,6.7,677,4.0,0.52,700.0,5400,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,28,2.2,6.9,13,5.0,1.23,630.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,28,2.2,6.9,13,5.0,1.23,630.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,28,2.2,6.9,13,5.0,1.23,630.0,5400,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,28,6.2,7.7,436,3.0,2.74,8400.0,92000,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,28,6.2,7.7,436,3.0,2.74,8400.0,92000,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,28,6.2,7.7,436,3.0,2.74,8400.0,92000,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,26,1.7,6.7,687,4.0,1.12,460.0,3500,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,26,1.7,6.7,687,4.0,1.12,460.0,3500,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,26,1.7,6.7,687,4.0,1.12,460.0,3500,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,26,2.8,6.8,800,6.0,0.6,480.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,26,2.8,6.8,800,6.0,0.6,480.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,26,2.8,6.8,800,6.0,0.6,480.0,5400,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,26,1,7,900,5.0,1.67,940.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,26,1,7,900,5.0,1.67,940.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,26,1,7,900,5.0,1.67,940.0,5400,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,27,1.3,6.8,839,7.8,1.2,460.0,3500,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,27,1.3,6.8,839,7.8,1.2,460.0,3500,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,27,1.3,6.8,839,7.8,1.2,460.0,3500,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,3.2,6.5,591,3.0,0.18,3100.0,35000,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,24,3.2,6.5,591,3.0,0.18,3100.0,35000,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,24,3.2,6.5,591,3.0,0.18,3100.0,35000,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4,6.2,449,3.0,0.31,630.0,9200,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,25,4,6.2,449,3.0,0.31,630.0,9200,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,25,4,6.2,449,3.0,0.31,630.0,9200,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,27,0.5,6.5,782,6.0,0.51,2800.0,16000,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,27,0.5,6.5,782,6.0,0.51,2800.0,16000,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,27,0.5,6.5,782,6.0,0.51,2800.0,16000,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.5,6.5,638,4.0,0.44,460.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,25,0.5,6.5,638,4.0,0.44,460.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,25,0.5,6.5,638,4.0,0.44,460.0,5400,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,22,BDL,6.6,428,36.0,BDL,460.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,22,BDL,6.6,428,36.0,BDL,460.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,22,BDL,6.6,428,36.0,BDL,460.0,5400,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,2.5,7.8,654,4.0,BDL,470.0,3500,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,23,2.5,7.8,654,4.0,BDL,470.0,3500,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,23,2.5,7.8,654,4.0,BDL,470.0,3500,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,21,4.4,6.5,120,2.0,0.02,940.0,9200,2019,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,21,4.4,6.5,120,2.0,0.02,940.0,9200,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,21,4.4,6.5,120,2.0,0.02,940.0,9200,2019,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,22,1.4,6.5,689,6.0,0.27,460.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,22,1.4,6.5,689,6.0,0.27,460.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,22,1.4,6.5,689,6.0,0.27,460.0,5400,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.3,8,388,1.1,0,220.0,900,2019,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.3,8,388,1.1,0,220.0,900,2019,28.4,71.6,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.3,8,388,1.1,0,220.0,900,2019,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,22,6.4,7.3,260,1.1,0,280.0,1600,2019,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,22,6.4,7.3,260,1.1,0,280.0,1600,2019,28.4,71.6,114.7101609431186,MEDIUM
LAKE,KARNATAKA,22,6.4,7.3,260,1.1,0,280.0,1600,2019,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,23,6.2,6.9,394,3.6,0.49,70.0,550,2019,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,6.2,6.9,394,3.6,0.49,70.0,550,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,23,6.2,6.9,394,3.6,0.49,70.0,550,2019,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,22,0.5,6.4,577,5.0,1.9,6300.0,54000,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,22,0.5,6.4,577,5.0,1.9,6300.0,54000,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,22,0.5,6.4,577,5.0,1.9,6300.0,54000,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,22,0.6,6.8,1150,7.0,0.36,4800.0,35000,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,22,0.6,6.8,1150,7.0,0.36,4800.0,35000,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,22,0.6,6.8,1150,7.0,0.36,4800.0,35000,2019,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,22,3,6.5,260,3.0,0.38,260.0,5400,2019,51.2,48.8,114.7101609431186,MEDIUM
LAKE,KARNATAKA,22,3,6.5,260,3.0,0.38,260.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
LAKE,KARNATAKA,22,3,6.5,260,3.0,0.38,260.0,5400,2019,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,22,0.6,5.2,510,3.0,1.58,700.0,5400,2019,51.2,48.8,114.7101609431186,HIGH
LAKE,KARNATAKA,22,0.6,5.2,510,3.0,1.58,700.0,5400,2019,28.4,71.6,114.7101609431186,HIGH
